comment_id,platform,program_name,comment_text,sentiment,likes,replies,engagement_score,hashtags,topic_category,city_region,created_at,user_type,urgency_level,clean_comment,year,month,day,engagement_category
CMT-100861,Instagram,E-Government Service,Sistem sering mengalami gangguan.,Negative,1575,272,2119,#WisataBatu,Teknologi,Kediri,2025-07-12 20:59:24,Student,Medium,sistemseringmengalamigangguan,2025,7,12,Medium
CMT-100862,TikTok,Smart City Batu,Fitur aplikasi masih kurang lengkap.,Negative,1222,167,1556,#UMKMBatu,UMKM,Pasuruan,2025-11-13 10:40:57,Public Employee,High,fituraplikasimasihkuranglengkap,2025,11,13,Medium
CMT-100863,Twitter/X,Digital UMKM,Fitur aplikasi masih kurang lengkap.,Negative,3860,404,4668,#BatuDigital,Teknologi,Kediri,2025-09-19 22:41:50,Public Employee,Medium,fituraplikasimasihkuranglengkap,2025,9,19,High
CMT-100864,Twitter/X,E-Government Service,Pelayanan online sekarang lebih efisien.,Positive,1471,164,1799,#KotaBatu,Ekonomi Digital,Blitar,2025-07-02 20:21:51,UMKM Owner,Low,pelayananonlinesekaranglebihefisien,2025,7,2,Medium
CMT-100865,TikTok,Smart Transportation Batu,Semoga layanan terus ditingkatkan.,Neutral,1702,112,1926,#PelayananPublik,Teknologi,Malang,2025-09-03 07:37:19,UMKM Owner,Medium,semogalayananterusditingkatkan,2025,9,3,Medium
CMT-100866,Instagram,Batu Tourism App,Salut untuk inovasi digital Kota Batu.,Positive,4685,80,4845,#DiskominfoBatu,UMKM,Batu,2026-01-29 19:37:57,UMKM Owner,Low,salutuntukinovasidigitalkotabatu,2026,1,29,High
CMT-100867,TikTok,Smart Transportation Batu,Informasi publik jadi lebih transparan.,Positive,1890,298,2486,#WisataBatu,Teknologi,Blitar,2025-10-23 00:21:26,Tourist,Low,informasipublikjadilebihtransparan,2025,10,23,Medium
CMT-100868,Instagram,Digital Learning Batu,Informasi publik jadi lebih transparan.,Positive,4080,162,4404,#SmartCityBatu,UMKM,Blitar,2025-12-18 09:41:34,Student,Low,informasipublikjadilebihtransparan,2025,12,18,High
CMT-100869,TikTok,Batu Tourism App,Program ini sangat membantu masyarakat.,Positive,2946,461,3868,#DiskominfoBatu,Transportasi,Malang,2026-04-14 15:34:18,Citizen,Low,programinisangatmembantumasyarakat,2026,4,14,High
CMT-100870,TikTok,E-Government Service,Informasi publik jadi lebih transparan.,Positive,318,279,876,#PelayananPublik,Pelayanan Publik,Surabaya,2025-08-05 12:37:56,UMKM Owner,Low,informasipublikjadilebihtransparan,2025,8,5,Low
CMT-100871,Twitter/X,WiFi Publik Kota Batu,Informasi sudah cukup jelas.,Neutral,1566,361,2288,#UMKMBatu,Infrastruktur,Surabaya,2026-03-16 22:24:43,UMKM Owner,Medium,informasisudahcukupjelas,2026,3,16,Medium
CMT-100872,Twitter/X,Smart City Batu,Masih perlu pengembangan lebih lanjut.,Neutral,3328,420,4168,#KotaBatu,UMKM,Blitar,2025-05-14 20:40:20,Student,Medium,masihperlupengembanganlebihlanjut,2025,5,14,High
CMT-100873,Twitter/X,Smart Transportation Batu,WiFi publik sangat membantu mahasiswa.,Positive,3891,119,4129,#KotaBatu,Pelayanan Publik,Batu,2025-09-05 13:12:56,UMKM Owner,Low,wifipubliksangatmembantumahasiswa,2025,9,5,High
CMT-100874,Instagram,Smart Transportation Batu,Masih perlu pengembangan lebih lanjut.,Neutral,3426,107,3640,#SmartCityBatu,Pelayanan Publik,Malang,2025-07-27 06:08:59,Public Employee,Medium,masihperlupengembanganlebihlanjut,2025,7,27,High
CMT-100875,Twitter/X,E-Government Service,Kadang sulit login ke sistem.,Negative,4099,414,4927,#WisataBatu,Pariwisata,Blitar,2025-06-06 08:06:41,Tourist,Medium,kadangsulitloginkesistem,2025,6,6,High
CMT-100876,Instagram,Smart City Batu,Masih perlu pengembangan lebih lanjut.,Neutral,4409,153,4715,#SmartCityBatu,UMKM,Malang,2025-12-26 16:22:56,UMKM Owner,Medium,masihperlupengembanganlebihlanjut,2025,12,26,High
CMT-100877,Instagram,Digital UMKM,Masih perlu pengembangan lebih lanjut.,Neutral,3128,104,3336,#DigitalGovernment,Pariwisata,Blitar,2026-03-30 12:27:53,Citizen,Medium,masihperlupengembanganlebihlanjut,2026,3,30,High
CMT-100878,TikTok,Digital UMKM,Pelayanan online sekarang lebih efisien.,Positive,2500,47,2594,#BatuDigital,Infrastruktur,Kediri,2026-01-27 05:28:52,Public Employee,Low,pelayananonlinesekaranglebihefisien,2026,1,27,Medium
CMT-100879,Instagram,Batu Tourism App,Aplikasi pemerintah makin modern dan responsif.,Positive,1635,35,1705,#PelayananPublik,Pariwisata,Surabaya,2025-06-19 12:45:04,Public Employee,Low,aplikasipemerintahmakinmoderndanresponsif,2025,6,19,Medium
CMT-100880,TikTok,WiFi Publik Kota Batu,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,3024,265,3554,#WisataBatu,Teknologi,Blitar,2025-10-07 05:18:29,Student,Low,pelayanansekarangjauhlebihcepatdanmudah,2025,10,7,High
CMT-100881,TikTok,Digital Learning Batu,Sistem sering mengalami gangguan.,Negative,3922,380,4682,#PelayananPublik,UMKM,Malang,2025-12-10 04:31:38,UMKM Owner,High,sistemseringmengalamigangguan,2025,12,10,High
CMT-100882,Twitter/X,Batu Tourism App,Pelayanan online sekarang lebih efisien.,Positive,1305,309,1923,#PelayananPublik,Ekonomi Digital,Surabaya,2025-08-31 01:53:27,Student,Low,pelayananonlinesekaranglebihefisien,2025,8,31,Medium
CMT-100883,Instagram,Pelayanan Dukcapil Online,Aplikasi pemerintah makin modern dan responsif.,Positive,3656,32,3720,#WisataBatu,Ekonomi Digital,Blitar,2025-11-26 06:00:38,Tourist,Low,aplikasipemerintahmakinmoderndanresponsif,2025,11,26,High
CMT-100884,Instagram,E-Government Service,Fiturnya cukup membantu untuk masyarakat.,Neutral,2363,330,3023,#UMKMBatu,Teknologi,Pasuruan,2025-10-17 06:31:00,Student,Medium,fiturnyacukupmembantuuntukmasyarakat,2025,10,17,High
CMT-100885,Instagram,WiFi Publik Kota Batu,Aplikasi pemerintah makin modern dan responsif.,Positive,3544,234,4012,#DiskominfoBatu,Teknologi,Kediri,2026-05-04 07:26:05,Citizen,Low,aplikasipemerintahmakinmoderndanresponsif,2026,5,4,High
CMT-100886,Twitter/X,Batu Tourism App,Aplikasi pemerintah makin modern dan responsif.,Positive,2247,451,3149,#DiskominfoBatu,Pariwisata,Blitar,2025-07-04 11:34:30,Tourist,Low,aplikasipemerintahmakinmoderndanresponsif,2025,7,4,High
CMT-100887,TikTok,E-Government Service,Respon pelayanan masih cukup lambat.,Negative,631,386,1403,#DigitalGovernment,Ekonomi Digital,Malang,2026-01-24 03:18:41,UMKM Owner,High,responpelayananmasihcukuplambat,2026,1,24,Medium
CMT-100888,TikTok,Smart Transportation Batu,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,3791,13,3817,#DigitalGovernment,Pelayanan Publik,Kediri,2025-05-09 07:41:13,Tourist,Low,pelayanansekarangjauhlebihcepatdanmudah,2025,5,9,High
CMT-100889,TikTok,WiFi Publik Kota Batu,Informasi di aplikasi kurang update.,Negative,92,128,348,#WisataBatu,Ekonomi Digital,Blitar,2025-06-04 17:10:03,Tourist,Medium,informasidiaplikasikurangupdate,2025,6,4,Low
CMT-100890,Instagram,Batu Tourism App,WiFi publik sangat membantu mahasiswa.,Positive,3590,71,3732,#BatuDigital,UMKM,Batu,2025-11-21 23:55:06,Public Employee,Low,wifipubliksangatmembantumahasiswa,2025,11,21,High
CMT-100891,Twitter/X,Digital Learning Batu,Digitalisasi layanan sangat mempermudah warga.,Positive,1022,273,1568,#BatuDigital,Pendidikan,Kediri,2026-02-19 17:04:26,Citizen,Low,digitalisasilayanansangatmempermudahwarga,2026,2,19,Medium
CMT-100892,TikTok,Pelayanan Dukcapil Online,Masih ada beberapa fitur yang perlu diperbaiki.,Neutral,3614,183,3980,#SmartCityBatu,Pariwisata,Blitar,2025-07-09 10:31:43,Citizen,Medium,masihadabeberapafituryangperludiperbaiki,2025,7,9,High
CMT-100893,Instagram,Smart Transportation Batu,Fiturnya cukup membantu untuk masyarakat.,Neutral,3204,353,3910,#SmartCityBatu,Infrastruktur,Batu,2026-05-01 02:50:35,Tourist,Medium,fiturnyacukupmembantuuntukmasyarakat,2026,5,1,High
CMT-100894,TikTok,Pelayanan Dukcapil Online,Programnya cukup menarik untuk dicoba.,Neutral,3074,465,4004,#DiskominfoBatu,Infrastruktur,Blitar,2025-08-15 12:02:15,Citizen,Medium,programnyacukupmenarikuntukdicoba,2025,8,15,High
CMT-100895,TikTok,WiFi Publik Kota Batu,Pelayanan online masih membingungkan.,Negative,522,112,746,#BatuDigital,Infrastruktur,Blitar,2025-07-27 20:56:53,Public Employee,Medium,pelayananonlinemasihmembingungkan,2025,7,27,Low
CMT-100896,Twitter/X,Pelayanan Dukcapil Online,Informasi publik jadi lebih transparan.,Positive,2648,287,3222,#PelayananPublik,Teknologi,Blitar,2025-07-09 15:10:32,Citizen,Low,informasipublikjadilebihtransparan,2025,7,9,High
CMT-100897,TikTok,Smart City Batu,Program ini sangat membantu masyarakat.,Positive,2926,165,3256,#DigitalGovernment,Pelayanan Publik,Batu,2025-09-07 20:42:28,Tourist,Low,programinisangatmembantumasyarakat,2025,9,7,High
CMT-100898,Instagram,E-Government Service,WiFi publik sangat membantu mahasiswa.,Positive,545,336,1217,#SmartCityBatu,Pendidikan,Malang,2025-06-15 22:14:59,Tourist,Low,wifipubliksangatmembantumahasiswa,2025,6,15,Medium
CMT-100899,Twitter/X,WiFi Publik Kota Batu,Pelayanan online sekarang lebih efisien.,Positive,839,364,1567,#UMKMBatu,Pendidikan,Pasuruan,2025-10-01 16:15:29,UMKM Owner,Low,pelayananonlinesekaranglebihefisien,2025,10,1,Medium
CMT-100900,Twitter/X,E-Government Service,Informasi di aplikasi kurang update.,Negative,2725,89,2903,#KotaBatu,Pendidikan,Surabaya,2025-08-06 14:10:00,Citizen,Medium,informasidiaplikasikurangupdate,2025,8,6,Medium
CMT-100901,Twitter/X,Pelayanan Dukcapil Online,Pelayanan sudah cukup baik.,Neutral,3137,261,3659,#SmartCityBatu,Pariwisata,Batu,2026-04-19 10:56:45,Public Employee,Medium,pelayanansudahcukupbaik,2026,4,19,High
CMT-100902,Twitter/X,Digital Learning Batu,Fiturnya cukup membantu untuk masyarakat.,Neutral,2535,121,2777,#PelayananPublik,Pendidikan,Batu,2025-10-11 21:54:29,Student,Medium,fiturnyacukupmembantuuntukmasyarakat,2025,10,11,Medium
CMT-100903,Instagram,Pelayanan Dukcapil Online,Digitalisasi layanan sangat mempermudah warga.,Positive,1659,77,1813,#SmartCityBatu,Pariwisata,Kediri,2026-03-06 14:30:03,Public Employee,Low,digitalisasilayanansangatmempermudahwarga,2026,3,6,Medium
CMT-100904,Instagram,Smart City Batu,Server sering down saat ramai pengguna.,Negative,1104,142,1388,#DigitalGovernment,Transportasi,Batu,2025-08-15 10:12:15,Student,High,serverseringdownsaatramaipengguna,2025,8,15,Medium
CMT-100905,TikTok,Smart City Batu,Aplikasinya lumayan mudah digunakan.,Neutral,2812,124,3060,#PelayananPublik,Pariwisata,Pasuruan,2025-05-23 03:17:57,Tourist,Medium,aplikasinyalumayanmudahdigunakan,2025,5,23,High
CMT-100906,TikTok,Digital UMKM,Aplikasi pemerintah makin modern dan responsif.,Positive,3628,322,4272,#KotaBatu,Pendidikan,Malang,2025-09-27 10:01:15,Citizen,Low,aplikasipemerintahmakinmoderndanresponsif,2025,9,27,High
CMT-100907,TikTok,WiFi Publik Kota Batu,Masih ada beberapa fitur yang perlu diperbaiki.,Neutral,1677,64,1805,#PelayananPublik,Pariwisata,Pasuruan,2025-10-31 11:23:39,Citizen,Medium,masihadabeberapafituryangperludiperbaiki,2025,10,31,Medium
CMT-100908,Twitter/X,Pelayanan Dukcapil Online,Pelayanan online sekarang lebih efisien.,Positive,2556,84,2724,#PelayananPublik,Teknologi,Malang,2026-05-02 18:42:30,Public Employee,Low,pelayananonlinesekaranglebihefisien,2026,5,2,Medium
CMT-100909,Twitter/X,Pelayanan Dukcapil Online,Digitalisasi layanan sangat mempermudah warga.,Positive,4727,229,5185,#UMKMBatu,Ekonomi Digital,Batu,2026-03-27 05:19:40,UMKM Owner,Low,digitalisasilayanansangatmempermudahwarga,2026,3,27,High
CMT-100910,Instagram,Digital Learning Batu,Aplikasi pemerintah makin modern dan responsif.,Positive,3861,225,4311,#BatuDigital,Ekonomi Digital,Batu,2026-04-19 08:51:03,Tourist,Low,aplikasipemerintahmakinmoderndanresponsif,2026,4,19,High
CMT-100911,Twitter/X,WiFi Publik Kota Batu,Program ini sangat membantu masyarakat.,Positive,2464,304,3072,#BatuDigital,Transportasi,Blitar,2025-08-13 06:44:23,Tourist,Low,programinisangatmembantumasyarakat,2025,8,13,High
CMT-100912,Twitter/X,Smart Transportation Batu,Digitalisasi layanan sangat mempermudah warga.,Positive,3078,287,3652,#DiskominfoBatu,Pelayanan Publik,Malang,2025-06-14 03:00:21,Tourist,Low,digitalisasilayanansangatmempermudahwarga,2025,6,14,High
CMT-100913,Twitter/X,E-Government Service,WiFi publik sangat membantu mahasiswa.,Positive,39,6,51,#KotaBatu,Teknologi,Blitar,2025-06-06 21:18:30,Tourist,Low,wifipubliksangatmembantumahasiswa,2025,6,6,Low
CMT-100914,Twitter/X,Digital UMKM,Pelayanan online masih membingungkan.,Negative,4015,157,4329,#DigitalGovernment,Infrastruktur,Batu,2025-10-20 00:03:56,Tourist,High,pelayananonlinemasihmembingungkan,2025,10,20,High
CMT-100915,Instagram,E-Government Service,Sistem sering mengalami gangguan.,Negative,3579,490,4559,#KotaBatu,Pelayanan Publik,Kediri,2026-03-27 00:02:51,Citizen,Medium,sistemseringmengalamigangguan,2026,3,27,High
CMT-100916,Instagram,Smart City Batu,Masih perlu pengembangan lebih lanjut.,Neutral,2026,124,2274,#WisataBatu,Infrastruktur,Kediri,2026-01-10 15:14:47,Student,Medium,masihperlupengembanganlebihlanjut,2026,1,10,Medium
CMT-100917,TikTok,WiFi Publik Kota Batu,Pelayanan online sekarang lebih efisien.,Positive,1212,130,1472,#SmartCityBatu,Pendidikan,Batu,2026-03-18 04:46:58,Tourist,Low,pelayananonlinesekaranglebihefisien,2026,3,18,Medium
CMT-100918,TikTok,Digital Learning Batu,Program ini sangat membantu masyarakat.,Positive,4252,465,5182,#BatuDigital,Teknologi,Surabaya,2026-02-06 15:52:05,UMKM Owner,Low,programinisangatmembantumasyarakat,2026,2,6,High
CMT-100919,Twitter/X,Digital Learning Batu,Salut untuk inovasi digital Kota Batu.,Positive,4806,157,5120,#DiskominfoBatu,Pendidikan,Kediri,2025-09-29 08:29:38,Public Employee,Low,salutuntukinovasidigitalkotabatu,2025,9,29,High
CMT-100920,Twitter/X,Pelayanan Dukcapil Online,Aplikasinya lumayan mudah digunakan.,Neutral,1174,137,1448,#DigitalGovernment,Transportasi,Batu,2026-01-18 08:22:16,Student,Medium,aplikasinyalumayanmudahdigunakan,2026,1,18,Medium
CMT-100921,Twitter/X,Digital Learning Batu,Semoga layanan terus ditingkatkan.,Neutral,798,35,868,#DigitalGovernment,Transportasi,Kediri,2025-08-20 12:14:58,Tourist,Medium,semogalayananterusditingkatkan,2025,8,20,Low
CMT-100922,TikTok,Pelayanan Dukcapil Online,Informasi publik jadi lebih transparan.,Positive,1531,360,2251,#KotaBatu,UMKM,Pasuruan,2025-09-27 22:53:32,Citizen,Low,informasipublikjadilebihtransparan,2025,9,27,Medium
CMT-100923,TikTok,WiFi Publik Kota Batu,WiFi publik sangat membantu mahasiswa.,Positive,1525,102,1729,#PelayananPublik,Transportasi,Blitar,2025-07-09 19:28:11,Tourist,Low,wifipubliksangatmembantumahasiswa,2025,7,9,Medium
CMT-100924,Instagram,Digital UMKM,Fiturnya cukup membantu untuk masyarakat.,Neutral,1365,40,1445,#DigitalGovernment,Pendidikan,Surabaya,2026-03-25 14:34:57,Citizen,Medium,fiturnyacukupmembantuuntukmasyarakat,2026,3,25,Medium
CMT-100925,Twitter/X,Digital UMKM,WiFi publik sangat membantu mahasiswa.,Positive,3919,248,4415,#SmartCityBatu,Infrastruktur,Surabaya,2026-01-21 12:34:33,Citizen,Low,wifipubliksangatmembantumahasiswa,2026,1,21,High
CMT-100926,Twitter/X,Smart City Batu,Semoga layanan terus ditingkatkan.,Neutral,798,108,1014,#DigitalGovernment,Transportasi,Blitar,2025-07-11 03:33:11,Tourist,Medium,semogalayananterusditingkatkan,2025,7,11,Medium
CMT-100927,Twitter/X,E-Government Service,Masih perlu pengembangan lebih lanjut.,Neutral,2762,189,3140,#WisataBatu,Pariwisata,Surabaya,2025-09-22 22:51:41,Tourist,Medium,masihperlupengembanganlebihlanjut,2025,9,22,High
CMT-100928,Instagram,Digital UMKM,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,2921,447,3815,#SmartCityBatu,Ekonomi Digital,Kediri,2025-12-04 05:33:38,Tourist,Low,pelayanansekarangjauhlebihcepatdanmudah,2025,12,4,High
CMT-100929,TikTok,Batu Tourism App,Masih ada beberapa fitur yang perlu diperbaiki.,Neutral,215,308,831,#PelayananPublik,Pelayanan Publik,Blitar,2025-11-27 13:43:26,Public Employee,Medium,masihadabeberapafituryangperludiperbaiki,2025,11,27,Low
CMT-100930,Twitter/X,Pelayanan Dukcapil Online,Pelayanan sudah cukup baik.,Neutral,4223,211,4645,#SmartCityBatu,Pelayanan Publik,Batu,2026-01-17 22:23:06,UMKM Owner,Medium,pelayanansudahcukupbaik,2026,1,17,High
CMT-100931,Instagram,Digital Learning Batu,Pelayanan online masih membingungkan.,Negative,1918,310,2538,#DiskominfoBatu,Pelayanan Publik,Blitar,2026-01-13 05:05:02,Tourist,High,pelayananonlinemasihmembingungkan,2026,1,13,Medium
CMT-100932,TikTok,WiFi Publik Kota Batu,Respon pelayanan masih cukup lambat.,Negative,2412,310,3032,#SmartCityBatu,UMKM,Blitar,2026-01-27 13:38:17,Citizen,High,responpelayananmasihcukuplambat,2026,1,27,High
CMT-100933,Instagram,Digital UMKM,Pelayanan online sekarang lebih efisien.,Positive,1381,458,2297,#KotaBatu,Pariwisata,Malang,2025-07-16 11:45:54,Student,Low,pelayananonlinesekaranglebihefisien,2025,7,16,Medium
CMT-100934,Twitter/X,Smart City Batu,Program ini sangat membantu masyarakat.,Positive,869,222,1313,#BatuDigital,Pelayanan Publik,Blitar,2025-09-03 02:02:44,UMKM Owner,Low,programinisangatmembantumasyarakat,2025,9,3,Medium
CMT-100935,Twitter/X,Digital UMKM,Digitalisasi layanan sangat mempermudah warga.,Positive,3906,487,4880,#BatuDigital,Ekonomi Digital,Batu,2025-08-08 16:19:10,UMKM Owner,Low,digitalisasilayanansangatmempermudahwarga,2025,8,8,High
CMT-100936,Twitter/X,Digital Learning Batu,Respon pelayanan masih cukup lambat.,Negative,3093,466,4025,#DigitalGovernment,Pariwisata,Malang,2026-04-10 12:13:40,UMKM Owner,High,responpelayananmasihcukuplambat,2026,4,10,High
CMT-100937,Instagram,Pelayanan Dukcapil Online,Program ini sangat membantu masyarakat.,Positive,917,45,1007,#DiskominfoBatu,Pelayanan Publik,Malang,2025-06-16 09:06:17,UMKM Owner,Low,programinisangatmembantumasyarakat,2025,6,16,Medium
CMT-100938,Twitter/X,Pelayanan Dukcapil Online,Aplikasinya sering error saat digunakan.,Negative,511,302,1115,#DigitalGovernment,Teknologi,Surabaya,2025-10-05 08:16:16,UMKM Owner,High,aplikasinyaseringerrorsaatdigunakan,2025,10,5,Medium
CMT-100939,Twitter/X,Pelayanan Dukcapil Online,Masih ada beberapa fitur yang perlu diperbaiki.,Neutral,4262,339,4940,#DiskominfoBatu,Teknologi,Batu,2025-10-13 18:38:33,Public Employee,Medium,masihadabeberapafituryangperludiperbaiki,2025,10,13,High
CMT-100940,TikTok,Smart Transportation Batu,Pelayanan online masih membingungkan.,Negative,2436,428,3292,#KotaBatu,UMKM,Pasuruan,2026-01-28 22:08:58,UMKM Owner,Medium,pelayananonlinemasihmembingungkan,2026,1,28,High
CMT-100941,Instagram,Digital UMKM,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,4911,163,5237,#UMKMBatu,Ekonomi Digital,Kediri,2025-07-24 03:14:14,Student,Low,pelayanansekarangjauhlebihcepatdanmudah,2025,7,24,High
CMT-100942,Instagram,WiFi Publik Kota Batu,Salut untuk inovasi digital Kota Batu.,Positive,486,414,1314,#PelayananPublik,Pariwisata,Kediri,2025-05-20 22:39:21,Citizen,Low,salutuntukinovasidigitalkotabatu,2025,5,20,Medium
CMT-100943,Twitter/X,WiFi Publik Kota Batu,Sistem sering mengalami gangguan.,Negative,3214,153,3520,#SmartCityBatu,Teknologi,Surabaya,2025-11-28 04:54:37,Tourist,High,sistemseringmengalamigangguan,2025,11,28,High
CMT-100944,TikTok,Batu Tourism App,Aplikasinya lumayan mudah digunakan.,Neutral,3211,200,3611,#UMKMBatu,Pariwisata,Kediri,2026-02-18 02:00:53,Public Employee,Medium,aplikasinyalumayanmudahdigunakan,2026,2,18,High
CMT-100945,Twitter/X,Smart City Batu,Aplikasi pemerintah makin modern dan responsif.,Positive,2654,385,3424,#UMKMBatu,Ekonomi Digital,Kediri,2025-07-26 18:14:59,Student,Low,aplikasipemerintahmakinmoderndanresponsif,2025,7,26,High
CMT-100946,TikTok,Pelayanan Dukcapil Online,Pelayanan sudah cukup baik.,Neutral,3957,149,4255,#PelayananPublik,Pariwisata,Kediri,2026-03-08 18:24:33,Citizen,Medium,pelayanansudahcukupbaik,2026,3,8,High
CMT-100947,Instagram,WiFi Publik Kota Batu,Program ini sangat membantu masyarakat.,Positive,1214,192,1598,#SmartCityBatu,Pendidikan,Surabaya,2025-06-07 03:06:05,Tourist,Low,programinisangatmembantumasyarakat,2025,6,7,Medium
CMT-100948,Twitter/X,E-Government Service,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,966,263,1492,#DigitalGovernment,UMKM,Kediri,2025-12-21 18:52:59,Tourist,Low,pelayanansekarangjauhlebihcepatdanmudah,2025,12,21,Medium
CMT-100949,Instagram,Batu Tourism App,Program ini sangat membantu masyarakat.,Positive,1978,203,2384,#BatuDigital,Teknologi,Kediri,2026-01-31 10:28:58,Citizen,Low,programinisangatmembantumasyarakat,2026,1,31,Medium
CMT-100950,Twitter/X,Smart Transportation Batu,Masih perlu pengembangan lebih lanjut.,Neutral,2259,323,2905,#WisataBatu,Infrastruktur,Batu,2025-06-25 05:37:10,Citizen,Medium,masihperlupengembanganlebihlanjut,2025,6,25,Medium
CMT-100951,TikTok,Smart Transportation Batu,Pelayanan online sekarang lebih efisien.,Positive,4180,115,4410,#UMKMBatu,Pendidikan,Pasuruan,2025-09-27 19:58:09,Student,Low,pelayananonlinesekaranglebihefisien,2025,9,27,High
CMT-100952,TikTok,Digital UMKM,Salut untuk inovasi digital Kota Batu.,Positive,2449,292,3033,#WisataBatu,Pendidikan,Kediri,2026-02-24 20:12:23,Public Employee,Low,salutuntukinovasidigitalkotabatu,2026,2,24,High
CMT-100953,Twitter/X,Smart Transportation Batu,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,3230,284,3798,#DiskominfoBatu,Pendidikan,Malang,2026-03-22 02:20:15,Citizen,Low,pelayanansekarangjauhlebihcepatdanmudah,2026,3,22,High
CMT-100954,Instagram,E-Government Service,Aplikasi pemerintah makin modern dan responsif.,Positive,48,284,616,#DiskominfoBatu,Infrastruktur,Malang,2026-04-15 14:51:37,Public Employee,Low,aplikasipemerintahmakinmoderndanresponsif,2026,4,15,Low
CMT-100955,Instagram,Smart City Batu,Aplikasi pemerintah makin modern dan responsif.,Positive,724,287,1298,#DiskominfoBatu,Pendidikan,Pasuruan,2025-05-25 07:16:28,UMKM Owner,Low,aplikasipemerintahmakinmoderndanresponsif,2025,5,25,Medium
CMT-100956,Twitter/X,Smart City Batu,Aplikasi pemerintah makin modern dan responsif.,Positive,3470,500,4470,#PelayananPublik,Transportasi,Batu,2025-10-29 18:17:35,Public Employee,Low,aplikasipemerintahmakinmoderndanresponsif,2025,10,29,High
CMT-100957,Instagram,E-Government Service,Kadang sulit login ke sistem.,Negative,1150,295,1740,#WisataBatu,Pariwisata,Kediri,2026-01-24 02:17:02,Citizen,High,kadangsulitloginkesistem,2026,1,24,Medium
CMT-100958,TikTok,WiFi Publik Kota Batu,Semoga layanan terus ditingkatkan.,Neutral,1947,18,1983,#UMKMBatu,Pariwisata,Malang,2026-04-09 19:16:30,Public Employee,Medium,semogalayananterusditingkatkan,2026,4,9,Medium
CMT-100959,Twitter/X,Digital Learning Batu,Aplikasinya lumayan mudah digunakan.,Neutral,2277,65,2407,#DiskominfoBatu,Transportasi,Surabaya,2025-06-15 07:40:31,Tourist,Medium,aplikasinyalumayanmudahdigunakan,2025,6,15,Medium
CMT-100960,TikTok,Batu Tourism App,Masih ada beberapa fitur yang perlu diperbaiki.,Neutral,3282,233,3748,#DigitalGovernment,UMKM,Pasuruan,2025-06-14 03:17:10,Student,Medium,masihadabeberapafituryangperludiperbaiki,2025,6,14,High
CMT-100961,Instagram,WiFi Publik Kota Batu,Digitalisasi layanan sangat mempermudah warga.,Positive,1583,365,2313,#DigitalGovernment,UMKM,Surabaya,2025-10-25 04:23:58,Tourist,Low,digitalisasilayanansangatmempermudahwarga,2025,10,25,Medium
CMT-100962,TikTok,Digital UMKM,WiFi publik sangat membantu mahasiswa.,Positive,640,138,916,#DigitalGovernment,Pendidikan,Surabaya,2025-12-30 10:09:49,Citizen,Low,wifipubliksangatmembantumahasiswa,2025,12,30,Low
CMT-100963,TikTok,Batu Tourism App,Informasi publik jadi lebih transparan.,Positive,2243,74,2391,#SmartCityBatu,Pendidikan,Blitar,2025-05-28 06:06:08,Student,Low,informasipublikjadilebihtransparan,2025,5,28,Medium
CMT-100964,Twitter/X,Batu Tourism App,Program ini sangat membantu masyarakat.,Positive,1016,89,1194,#KotaBatu,Pendidikan,Pasuruan,2025-05-26 06:43:22,UMKM Owner,Low,programinisangatmembantumasyarakat,2025,5,26,Medium
CMT-100965,Twitter/X,Digital UMKM,Informasi sudah cukup jelas.,Neutral,4523,138,4799,#SmartCityBatu,UMKM,Surabaya,2026-01-02 05:54:35,Tourist,Medium,informasisudahcukupjelas,2026,1,2,High
CMT-100966,TikTok,Batu Tourism App,Salut untuk inovasi digital Kota Batu.,Positive,3911,303,4517,#SmartCityBatu,UMKM,Kediri,2026-03-18 08:41:19,Student,Low,salutuntukinovasidigitalkotabatu,2026,3,18,High
CMT-100967,Twitter/X,E-Government Service,Digitalisasi layanan sangat mempermudah warga.,Positive,438,470,1378,#PelayananPublik,Teknologi,Kediri,2026-04-09 21:31:23,Tourist,Low,digitalisasilayanansangatmempermudahwarga,2026,4,9,Medium
CMT-100968,Instagram,Batu Tourism App,Informasi publik jadi lebih transparan.,Positive,3844,257,4358,#DigitalGovernment,Pariwisata,Surabaya,2025-07-17 05:54:28,Citizen,Low,informasipublikjadilebihtransparan,2025,7,17,High
CMT-100969,TikTok,Digital UMKM,Informasi di aplikasi kurang update.,Negative,743,324,1391,#PelayananPublik,Pendidikan,Malang,2026-03-15 07:17:49,Public Employee,High,informasidiaplikasikurangupdate,2026,3,15,Medium
CMT-100970,Instagram,Smart City Batu,Digitalisasi layanan sangat mempermudah warga.,Positive,4544,475,5494,#DigitalGovernment,UMKM,Blitar,2026-03-13 09:36:47,Tourist,Low,digitalisasilayanansangatmempermudahwarga,2026,3,13,High
